 1.172300e+1	0.000000e+0
 1.300000e+1	2.383485e-23
 1.400000e+1	7.000000e-23
 1.500000e+1	1.248946e-22
 1.600000e+1	1.525432e-22
 1.700000e+1	1.542259e-22
 1.800000e+1	1.424236e-22
 1.900000e+1	1.254325e-22
 2.000000e+1	1.073286e-22
 2.100000e+1	9.132054e-23
 2.200000e+1	7.785033e-23
 2.300000e+1	6.665677e-23
 2.400000e+1	5.747864e-23
 2.500000e+1	5.005477e-23
 3.000000e+1	3.010785e-23
 3.500000e+1	2.009508e-23
 4.000000e+1	1.367266e-23
 4.500000e+1	9.765876e-24
 5.000000e+1	7.300000e-24
 8.000000e+1	6.667710e-25
 9.000000e+1	4.286470e-25
 1.000000e+2	3.158510e-25
 2.000000e+2	8.699060e-26
 3.000000e+2	5.044980e-26
 4.000000e+2	3.553080e-26
 5.000000e+2	2.742410e-26
 1.000000e+3	1.281830e-26
