 1.154800e+1	0.000000e+0
 1.300000e+1	3.237651e-22
 1.400000e+1	6.696381e-22
 1.500000e+1	8.379833e-22
 1.600000e+1	8.465143e-22
 1.700000e+1	7.921512e-22
 1.800000e+1	7.239988e-22
 1.900000e+1	6.652126e-22
 2.000000e+1	6.126511e-22
 2.100000e+1	5.627307e-22
 2.200000e+1	5.148532e-22
 2.300000e+1	4.691839e-22
 2.400000e+1	4.258879e-22
 2.500000e+1	3.851303e-22
 3.000000e+1	2.211297e-22
 3.500000e+1	1.188919e-22
 4.000000e+1	6.437844e-23
 4.500000e+1	4.149204e-23
 5.000000e+1	3.413557e-23
 8.000000e+1	6.591940e-24
 9.000000e+1	4.532050e-24
 1.000000e+2	3.453060e-24
 2.000000e+2	1.021530e-24
 3.000000e+2	5.995260e-25
 4.000000e+2	4.243090e-25
 5.000000e+2	3.283760e-25
 1.000000e+3	1.542300e-25
