0.000000000000000000e+00,3.895807869515929833e-02
1.000333444481493750e-02,3.898321392773142907e-02
2.000666888962987500e-02,3.900842103682376077e-02
3.001000333444481250e-02,3.903373867549399939e-02
4.001333777925974999e-02,3.905914225323606215e-02
5.001667222407468749e-02,3.908462925681497474e-02
6.002000666888962499e-02,3.911022684380193598e-02
7.002334111370456249e-02,3.913596687872803598e-02
8.002667555851949999e-02,3.916179536249692755e-02
9.003001000333443749e-02,3.918772867822446770e-02
1.000333444481493750e-01,3.921378134697540291e-02
1.100366788929643125e-01,3.923989816835741357e-02
1.200400133377792500e-01,3.926608588378168591e-02
1.300433477825941875e-01,3.929231446507124026e-02
1.400466822274091250e-01,3.931858628341846490e-02
1.500500166722240625e-01,3.934490299382609191e-02
1.600533511170390000e-01,3.937125289687557622e-02
1.700566855618539375e-01,3.939763660718995086e-02
1.800600200066688750e-01,3.942403365957330985e-02
1.900633544514838125e-01,3.945044331297284379e-02
2.000666888962987500e-01,3.947686540152731821e-02
2.100700233411136875e-01,3.950328383409055372e-02
2.200733577859286250e-01,3.952969804592311454e-02
2.300766922307435625e-01,3.955610677988358193e-02
2.400800266755585000e-01,3.958250913176424024e-02
2.500833611203734375e-01,3.960890437677695025e-02
2.600866955651883750e-01,3.963527157297650622e-02
2.700900300100033125e-01,3.966160910519156424e-02
2.800933644548182500e-01,3.968791553348696016e-02
2.900966988996331875e-01,3.971418933039480570e-02
3.001000333444481250e-01,3.974042900954322804e-02
3.101033677892630624e-01,3.976662859829738217e-02
3.201067022340779999e-01,3.979278678067402902e-02
3.301100366788929374e-01,3.981890191860334993e-02
3.401133711237078749e-01,3.984497263817938367e-02
3.501167055685228124e-01,3.987099747952901896e-02
3.601200400133377499e-01,3.989697071281052276e-02
3.701233744581526874e-01,3.992289102468173090e-02
3.801267089029676249e-01,3.994875648870395424e-02
3.901300433477825624e-01,3.997456594746204989e-02
4.001333777925974999e-01,4.000031804964746668e-02
4.101367122374124374e-01,4.002601463916623248e-02
4.201400466822273749e-01,4.005165446835499965e-02
4.301433811270423124e-01,4.007723612221483073e-02
4.401467155718572499e-01,4.010275822036925980e-02
4.501500500166721874e-01,4.012821931853247093e-02
4.601533844614871249e-01,4.015361819261966531e-02
4.701567189063020624e-01,4.017895345584326927e-02
4.801600533511169999e-01,4.020422384130913074e-02
4.901633877959319374e-01,4.022942828959735068e-02
5.001667222407468749e-01,4.025456531969885676e-02
5.101700566855618124e-01,4.027963526574484393e-02
5.201733911303767499e-01,4.030463700459527288e-02
5.301767255751916874e-01,4.032956894173791995e-02
5.401800600200066249e-01,4.035442999731141817e-02
5.501833944648215624e-01,4.037921919493180772e-02
5.601867289096364999e-01,4.040393523661193337e-02
5.701900633544514374e-01,4.042857710780042163e-02
5.801933977992663749e-01,4.045314364516891525e-02
5.901967322440813124e-01,4.047763394973306200e-02
6.002000666888962499e-01,4.050204680813368485e-02
6.102034011337111874e-01,4.052638081947621679e-02
6.202067355785261249e-01,4.055063508194142741e-02
6.302100700233410624e-01,4.057480907974941181e-02
6.402134044681559999e-01,4.059890180976213209e-02
6.502167389129709374e-01,4.062291265416691916e-02
6.602200733577858749e-01,4.064684082669571541e-02
6.702234078026008124e-01,4.067068545555796444e-02
6.802267422474157499e-01,4.069444581572358166e-02
6.902300766922306874e-01,4.071812102244845577e-02
7.002334111370456249e-01,4.074171026223145226e-02
7.102367455818605624e-01,4.076522478357389595e-02
7.202400800266754999e-01,4.078866402394687452e-02
7.302434144714904374e-01,4.081202734127208076e-02
7.402467489163053749e-01,4.083531394179217705e-02
7.502500833611203124e-01,4.085852339858613014e-02
