0.000000000000000000e+00,2.704589717471164723e-02
1.000333444481493750e-02,2.704593803353123882e-02
2.000666888962987500e-02,2.704596201100950906e-02
3.001000333444481250e-02,2.704597684325267537e-02
4.001333777925974999e-02,2.704597495745994853e-02
5.001667222407468749e-02,2.704596242973546574e-02
6.002000666888962499e-02,2.704593725256067629e-02
7.002334111370456249e-02,2.704590698947151664e-02
8.002667555851949999e-02,2.704586882469326575e-02
9.003001000333443749e-02,2.704582613958190704e-02
1.000333444481493750e-01,2.704577705093614073e-02
1.100366788929643125e-01,2.704572107964739458e-02
1.200400133377792500e-01,2.704565418098175966e-02
1.300433477825941875e-01,2.704558260203033387e-02
1.400466822274091250e-01,2.704550440002479253e-02
1.500500166722240625e-01,2.704541986006540888e-02
1.600533511170390000e-01,2.704532717576789425e-02
1.700566855618539375e-01,2.704522838505005883e-02
1.800600200066688750e-01,2.704512455767276238e-02
1.900633544514838125e-01,2.704501257561155517e-02
2.000666888962987500e-01,2.704489703227883415e-02
2.100700233411136875e-01,2.704477170951248913e-02
2.200733577859286250e-01,2.704464085054734263e-02
2.300766922307435625e-01,2.704450435413739348e-02
2.400800266755585000e-01,2.704435848716239821e-02
2.500833611203734375e-01,2.704420695215099119e-02
2.600866955651883750e-01,2.704404742769446132e-02
2.700900300100033125e-01,2.704388082308286506e-02
2.800933644548182500e-01,2.704370395358279139e-02
2.900966988996331875e-01,2.704351983961627084e-02
3.001000333444481250e-01,2.704332740655677331e-02
3.101033677892630624e-01,2.704312728724783677e-02
3.201067022340779999e-01,2.704291762560344717e-02
3.301100366788929374e-01,2.704269840581710604e-02
3.401133711237078749e-01,2.704247110009548594e-02
3.501167055685228124e-01,2.704223402859227618e-02
3.601200400133377499e-01,2.704198840359934436e-02
3.701233744581526874e-01,2.704173406323796131e-02
3.801267089029676249e-01,2.704146884959868907e-02
3.901300433477825624e-01,2.704119404041387120e-02
4.001333777925974999e-01,2.704090952637964659e-02
4.101367122374124374e-01,2.704061598991345378e-02
4.201400466822273749e-01,2.704031330549397719e-02
4.301433811270423124e-01,2.703999968206722074e-02
4.401467155718572499e-01,2.703967672078047904e-02
4.501500500166721874e-01,2.703934377863597902e-02
4.601533844614871249e-01,2.703900076717341908e-02
4.701567189063020624e-01,2.703864808317094082e-02
4.801600533511169999e-01,2.703828466325844740e-02
4.901633877959319374e-01,2.703791090204318848e-02
5.001667222407468749e-01,2.703752670593603108e-02
5.101700566855618124e-01,2.703713164250698062e-02
5.201733911303767499e-01,2.703672648301424369e-02
5.301767255751916874e-01,2.703631070820183488e-02
5.401800600200066249e-01,2.703588423515715378e-02
5.501833944648215624e-01,2.703544698018065309e-02
5.601867289096364999e-01,2.703499885874267872e-02
5.701900633544514374e-01,2.703453978470697280e-02
5.801933977992663749e-01,2.703406967112910800e-02
5.901967322440813124e-01,2.703358809024159273e-02
6.002000666888962499e-01,2.703309563475733007e-02
6.102034011337111874e-01,2.703259113388550156e-02
6.202067355785261249e-01,2.703207535716242033e-02
6.302100700233410624e-01,2.703154778004949674e-02
6.402134044681559999e-01,2.703100850078512390e-02
6.502167389129709374e-01,2.703045643859312841e-02
6.602200733577858749e-01,2.702989227745656794e-02
